geo,time,name,aged_15plus_unemployment_rate_percent
mus,2004,Mauritius,8.337
mus,2005,Mauritius,9.524
mus,2006,Mauritius,9.04
mus,2007,Mauritius,8.475
mus,2008,Mauritius,7.17
mus,2009,Mauritius,7.257
mus,2010,Mauritius,7.654
mus,2011,Mauritius,7.447
mus,2012,Mauritius,7.472
mus,2013,Mauritius,7.322
mus,2014,Mauritius,7.467
mus,2015,Mauritius,7.41
mus,2016,Mauritius,6.814
mus,2017,Mauritius,6.752
mus,2018,Mauritius,6.426
mus,2019,Mauritius,6.331
mus,2020,Mauritius,8.626
mus,2021,Mauritius,7.719
mus,2022,Mauritius,6.322
mus,2023,Mauritius,5.571
mwi,1983,Malawi,5.4
mwi,2005,Malawi,0.942
mwi,2011,Malawi,1.736
mwi,2013,Malawi,4.978
mwi,2017,Malawi,3.77
mwi,2020,Malawi,0.907
mys,1970,Malaysia,5.136
mys,1980,Malaysia,1.661
mys,1982,Malaysia,3.4
mys,1983,Malaysia,3.8
mys,1984,Malaysia,5.84
mys,1985,Malaysia,6.92
mys,1986,Malaysia,8.29
mys,1987,Malaysia,7.33
mys,1988,Malaysia,7.26
mys,1989,Malaysia,5.73
mys,1990,Malaysia,4.5
mys,1991,Malaysia,0.481
mys,1992,Malaysia,3.71
mys,1993,Malaysia,4.11
mys,1995,Malaysia,3.15
mys,1996,Malaysia,2.52
mys,1997,Malaysia,2.45
mys,1998,Malaysia,3.2
mys,1999,Malaysia,3.43
mys,2000,Malaysia,3
mys,2001,Malaysia,3.53
mys,2002,Malaysia,3.48
mys,2003,Malaysia,3.61
mys,2004,Malaysia,3.54
mys,2005,Malaysia,3.53
mys,2007,Malaysia,3.31
mys,2008,Malaysia,3.34
mys,2009,Malaysia,3.62
mys,2010,Malaysia,3.32
mys,2011,Malaysia,3.05
mys,2012,Malaysia,3.04
mys,2013,Malaysia,3.14
mys,2014,Malaysia,2.88
mys,2015,Malaysia,3.1
mys,2016,Malaysia,3.44
mys,2017,Malaysia,3.41
mys,2018,Malaysia,3.3
mys,2019,Malaysia,3.33
mys,2020,Malaysia,4.54
mys,2021,Malaysia,4.64
mys,2022,Malaysia,3.93
nam,1991,Namibia,19.14
nam,1994,Namibia,19.4
nam,1997,Namibia,24.45
nam,2000,Namibia,20.3
nam,2004,Namibia,22.09
nam,2010,Namibia,22.12
nam,2012,Namibia,16.771
nam,2013,Namibia,19.028
nam,2014,Namibia,18.521
nam,2016,Namibia,23.352
nam,2018,Namibia,19.877
ner,2001,Niger,1.47
ner,2005,Niger,3.1
ner,2011,Niger,0.316
ner,2012,Niger,2.177
ner,2014,Niger,0.524
ner,2017,Niger,7.769
ner,2019,Niger,0.531
ner,2022,Niger,0.403
nga,1986,Nigeria,3.94
nga,2011,Nigeria,3.77
nga,2013,Nigeria,3.711
nga,2014,Nigeria,4.562
nga,2015,Nigeria,4.311
nga,2016,Nigeria,7.06
nga,2017,Nigeria,8.389
nga,2019,Nigeria,10.695
nga,2022,Nigeria,3.827
nga,2023,Nigeria,3.074
nic,1985,Nicaragua,3.2
nic,1986,Nicaragua,4.7
nic,1987,Nicaragua,5.8
nic,1988,Nicaragua,6
nic,1989,Nicaragua,8.66
nic,2001,Nicaragua,4.12
nic,2003,Nicaragua,7.6
nic,2004,Nicaragua,6.41
nic,2005,Nicaragua,5.37
nic,2006,Nicaragua,5.31
nic,2007,Nicaragua,4.89
nic,2008,Nicaragua,6.2
nic,2009,Nicaragua,8.16
nic,2010,Nicaragua,7.83
nic,2012,Nicaragua,5.208
nic,2013,Nicaragua,5.28
nic,2014,Nicaragua,4.52
nic,2015,Nicaragua,4.7
nic,2016,Nicaragua,3.9
nic,2017,Nicaragua,3.3
nic,2018,Nicaragua,5.2
nld,1975,Netherlands,6
nld,1977,Netherlands,5.88
nld,1979,Netherlands,6.16
nld,1981,Netherlands,7.92
nld,1983,Netherlands,11.851
nld,1985,Netherlands,10.48
nld,1987,Netherlands,9.898
nld,1988,Netherlands,9.369
nld,1989,Netherlands,8.704
nld,1990,Netherlands,7.671
nld,1991,Netherlands,7.285
nld,1992,Netherlands,5.555
nld,1993,Netherlands,6.287
nld,1994,Netherlands,7.159
nld,1995,Netherlands,7.157
nld,1996,Netherlands,6.421
nld,1997,Netherlands,5.511
nld,1998,Netherlands,4.394
nld,1999,Netherlands,3.622
nld,2000,Netherlands,2.725
nld,2001,Netherlands,2.119
nld,2002,Netherlands,2.554
nld,2003,Netherlands,3.593
nld,2004,Netherlands,4.646
nld,2005,Netherlands,5.872
nld,2006,Netherlands,5.007
nld,2007,Netherlands,4.153
nld,2008,Netherlands,3.658
nld,2009,Netherlands,4.352
nld,2010,Netherlands,4.991
nld,2011,Netherlands,4.977
nld,2012,Netherlands,5.821
nld,2013,Netherlands,7.241
nld,2014,Netherlands,7.419
nld,2015,Netherlands,6.872
nld,2016,Netherlands,6.007
nld,2017,Netherlands,4.837
nld,2018,Netherlands,3.832
nld,2019,Netherlands,3.379
nld,2020,Netherlands,3.82
nld,2021,Netherlands,4.209
nld,2022,Netherlands,3.526
nld,2023,Netherlands,3.535
nld,2024,Netherlands,3.7
nor,1972,Norway,1.67
nor,1973,Norway,1.55
nor,1974,Norway,1.48
nor,1975,Norway,2.29
nor,1976,Norway,1.76
nor,1977,Norway,1.46
nor,1978,Norway,1.8
nor,1979,Norway,1.99
nor,1980,Norway,1.65
nor,1981,Norway,2.03
nor,1982,Norway,1.7
nor,1983,Norway,2.04
nor,1984,Norway,2.9
nor,1985,Norway,2.32
nor,1986,Norway,1.79
nor,1987,Norway,2.03
nor,1988,Norway,3.02
nor,1989,Norway,4.83
nor,1990,Norway,5.261
nor,1991,Norway,5.407
nor,1992,Norway,5.91
nor,1993,Norway,5.965
nor,1994,Norway,5.349
nor,1995,Norway,6.307
nor,1996,Norway,5.036
nor,1997,Norway,4.687
nor,1998,Norway,3.737
nor,1999,Norway,3.247
nor,2000,Norway,3.458
nor,2001,Norway,3.738
nor,2002,Norway,4.022
nor,2003,Norway,4.221
nor,2004,Norway,4.256
nor,2005,Norway,4.381
nor,2006,Norway,3.397
nor,2007,Norway,2.493
nor,2008,Norway,2.521
nor,2009,Norway,3.1
nor,2010,Norway,3.527
nor,2011,Norway,3.196
nor,2012,Norway,3.129
nor,2013,Norway,3.425
nor,2014,Norway,3.486
nor,2015,Norway,4.296
nor,2016,Norway,4.68
nor,2017,Norway,4.164
nor,2018,Norway,3.801
nor,2019,Norway,3.684
nor,2020,Norway,4.424
nor,2021,Norway,4.359
nor,2022,Norway,3.231
nor,2023,Norway,3.574
nor,2024,Norway,4
npl,1996,Nepal,4.5
npl,1999,Nepal,1.85
npl,2008,Nepal,1.328
npl,2015,Nepal,3.1
npl,2017,Nepal,10.66
nru,2002,Nauru,22.76
nru,2006,Nauru,8.256
nru,2011,Nauru,22.96
nru,2013,Nauru,13.282
nru,2021,Nauru,5.056
nzl,1986,New Zealand,4.186
nzl,1987,New Zealand,4.214
nzl,1988,New Zealand,5.77
nzl,1989,New Zealand,7.305
nzl,1990,New Zealand,7.982
nzl,1991,New Zealand,10.614
nzl,1992,New Zealand,10.667
nzl,1993,New Zealand,9.804
nzl,1994,New Zealand,8.354
nzl,1995,New Zealand,6.461
nzl,1996,New Zealand,6.29
nzl,1997,New Zealand,6.857
nzl,1998,New Zealand,7.718
nzl,1999,New Zealand,7.023
nzl,2000,New Zealand,6.13
nzl,2001,New Zealand,5.433
nzl,2002,New Zealand,5.282
nzl,2003,New Zealand,4.745
nzl,2004,New Zealand,4.005
nzl,2005,New Zealand,3.807
nzl,2006,New Zealand,3.857
nzl,2007,New Zealand,3.661
nzl,2008,New Zealand,4.167
nzl,2009,New Zealand,6.121
nzl,2010,New Zealand,6.557
nzl,2011,New Zealand,6.491
nzl,2012,New Zealand,6.931
nzl,2013,New Zealand,5.839
nzl,2014,New Zealand,5.428
nzl,2015,New Zealand,5.415
nzl,2016,New Zealand,5.147
nzl,2017,New Zealand,4.736
nzl,2018,New Zealand,4.335
nzl,2019,New Zealand,4.109
nzl,2020,New Zealand,4.595
nzl,2021,New Zealand,3.776
nzl,2022,New Zealand,3.299
nzl,2023,New Zealand,3.734
nzl,2024,New Zealand,4.724
omn,2008,Oman,4.142
omn,2016,Oman,3.266
omn,2018,Oman,1.8
omn,2020,Oman,2.94
omn,2021,Oman,1.9
omn,2022,Oman,3.3
pak,1971,Pakistan,2.09
pak,1972,Pakistan,2.15
pak,1973,Pakistan,2
pak,1974,Pakistan,1.67
pak,1975,Pakistan,1.7
pak,1976,Pakistan,1.9
pak,1977,Pakistan,1.9
pak,1978,Pakistan,4.18
pak,1979,Pakistan,4.12
pak,1980,Pakistan,4.01
pak,1981,Pakistan,3.82
pak,1982,Pakistan,3.82
pak,1983,Pakistan,4.3
pak,1984,Pakistan,4.16
pak,1985,Pakistan,3.97
pak,1986,Pakistan,3.97
pak,1987,Pakistan,3.05
pak,1988,Pakistan,2.16
pak,1989,Pakistan,2.03
pak,1990,Pakistan,1.97
pak,1991,Pakistan,5.85
pak,1992,Pakistan,5.18
pak,1993,Pakistan,4.28
pak,1994,Pakistan,4.26
pak,1995,Pakistan,5.03
pak,1996,Pakistan,4.79
pak,1997,Pakistan,5.81
pak,1998,Pakistan,5.7
pak,1999,Pakistan,5.35
pak,2000,Pakistan,7.16
pak,2001,Pakistan,6.88
pak,2002,Pakistan,7.83
pak,2003,Pakistan,7.49
pak,2004,Pakistan,7.4
pak,2005,Pakistan,7.05
pak,2006,Pakistan,0.582
pak,2007,Pakistan,0.398
pak,2008,Pakistan,0.423
pak,2009,Pakistan,0.535
pak,2010,Pakistan,0.653
pak,2011,Pakistan,0.796
pak,2012,Pakistan,3.667
pak,2013,Pakistan,2.954
pak,2014,Pakistan,1.827
pak,2015,Pakistan,3.566
pak,2016,Pakistan,2.285
pak,2018,Pakistan,4.083
pak,2019,Pakistan,4.83
pak,2021,Pakistan,6.338
pan,1970,Panama,7.1
pan,1971,Panama,7.6
pan,1972,Panama,6.79
pan,1973,Panama,6.99
pan,1974,Panama,5.8
pan,1975,Panama,6.41
pan,1976,Panama,6.67
pan,1977,Panama,8.73
pan,1978,Panama,8.06
pan,1979,Panama,8.78
pan,1982,Panama,8.41
pan,1983,Panama,9.71
pan,1984,Panama,10.08
pan,1985,Panama,12.34
pan,1986,Panama,10.53
pan,1987,Panama,11.84
pan,1988,Panama,16.33
pan,1989,Panama,16.31
pan,1990,Panama,11.6
pan,1991,Panama,16.12
pan,1992,Panama,14.67
pan,1993,Panama,13.26
pan,1994,Panama,14
pan,1995,Panama,14.01
pan,1996,Panama,14.32
pan,1997,Panama,13.37
pan,1998,Panama,14.02
pan,1999,Panama,11.75
pan,2000,Panama,13.53
pan,2001,Panama,14.71
pan,2002,Panama,14.11
pan,2003,Panama,13.62
pan,2004,Panama,12.44
pan,2005,Panama,10.33
pan,2006,Panama,9.11
pan,2007,Panama,6.78
pan,2008,Panama,4.868
pan,2009,Panama,6.56
pan,2010,Panama,5.832
pan,2011,Panama,3.922
pan,2012,Panama,3.714
pan,2013,Panama,3.732
pan,2014,Panama,4.444
pan,2015,Panama,4.402
pan,2016,Panama,4.843
pan,2017,Panama,5.461
pan,2018,Panama,5.313
pan,2019,Panama,6.409
pan,2020,Panama,18.548
pan,2021,Panama,10.293
pan,2022,Panama,8.281
pan,2023,Panama,6.678
pan,2024,Panama,8.607
per,1969,Peru,5.9
per,1970,Peru,4.84
per,1971,Peru,4.57
per,1972,Peru,4.4
per,1973,Peru,4.23
per,1974,Peru,4
per,1975,Peru,4.92
per,1976,Peru,5.2
per,1977,Peru,5.82
per,1978,Peru,6.5
per,1979,Peru,7.12
per,1980,Peru,6.97
per,1981,Peru,6.77
per,1982,Peru,6.98
per,1983,Peru,9.2
per,1984,Peru,10.5
per,1985,Peru,11.79
per,1986,Peru,5.32
per,1987,Peru,3.63
per,1989,Peru,7.92
per,1990,Peru,8.6
per,1991,Peru,5.8
per,1992,Peru,9.4
per,1993,Peru,9.87
per,1996,Peru,7.07
per,1997,Peru,4.828
per,1998,Peru,4.971
per,1999,Peru,4.367
per,2000,Peru,4.069
per,2001,Peru,4.848
per,2002,Peru,4.84
per,2003,Peru,4.151
per,2004,Peru,4.707
per,2005,Peru,4.866
per,2006,Peru,4.172
per,2007,Peru,4.078
per,2008,Peru,4.025
per,2009,Peru,3.964
per,2010,Peru,3.595
per,2011,Peru,3.477
per,2012,Peru,3.238
per,2013,Peru,3.575
per,2014,Peru,3.208
per,2015,Peru,3.272
per,2016,Peru,3.741
per,2017,Peru,3.691
per,2018,Peru,3.492
per,2019,Peru,3.379
per,2020,Peru,7.179
per,2021,Peru,5.097
per,2022,Peru,4.291
per,2023,Peru,4.899
per,2024,Peru,5.199
phl,1969,Philippines,6.7
phl,1971,Philippines,5.28
phl,1972,Philippines,5.36
phl,1973,Philippines,4.77
phl,1974,Philippines,3.21
phl,1975,Philippines,3.83
phl,1976,Philippines,4.8
phl,1977,Philippines,4.47
phl,1978,Philippines,4
phl,1979,Philippines,3.5
phl,1980,Philippines,4.75
phl,1981,Philippines,5.36
phl,1982,Philippines,5.5
phl,1983,Philippines,4.89
phl,1984,Philippines,7.03
phl,1985,Philippines,6.07
phl,1986,Philippines,6.43
phl,1987,Philippines,9.1
phl,1988,Philippines,8.34
phl,1989,Philippines,8.42
phl,1990,Philippines,8.13
phl,1991,Philippines,10.598
phl,1992,Philippines,9.866
phl,1993,Philippines,9.289
phl,1994,Philippines,9.483
phl,1995,Philippines,9.526
phl,1996,Philippines,8.564
phl,1997,Philippines,8.777
phl,1998,Philippines,10.254
phl,1999,Philippines,9.809
phl,2000,Philippines,11.189
phl,2001,Philippines,3.698
phl,2003,Philippines,3.527
phl,2004,Philippines,3.554
phl,2005,Philippines,3.795
phl,2006,Philippines,4.052
phl,2007,Philippines,3.434
phl,2008,Philippines,3.72
phl,2009,Philippines,3.858
phl,2010,Philippines,3.605
phl,2011,Philippines,3.592
phl,2012,Philippines,3.504
phl,2013,Philippines,3.497
phl,2014,Philippines,3.6
phl,2015,Philippines,3.068
phl,2016,Philippines,2.695
phl,2017,Philippines,2.552
phl,2018,Philippines,2.338
phl,2019,Philippines,2.237
phl,2020,Philippines,2.522
phl,2021,Philippines,3.398
phl,2022,Philippines,2.598
plw,1990,Palau,7.76
plw,1995,Palau,7.03
plw,2000,Palau,3.3
plw,2005,Palau,4.18
plw,2014,Palau,1.357
plw,2020,Palau,0.765
png,1990,Papua New Guinea,7.7
png,2000,Papua New Guinea,2.92
png,2010,Papua New Guinea,2.002
png,2011,Papua New Guinea,2.62
png,2022,Papua New Guinea,2.689
pol,1992,Poland,13.645
pol,1993,Poland,14.393
pol,1994,Poland,14.825
pol,1995,Poland,13.695
pol,1996,Poland,12.684
pol,1997,Poland,10.964
pol,1998,Poland,9.935
pol,1999,Poland,12.29
pol,2000,Poland,14.928
pol,2001,Poland,18.435
pol,2002,Poland,20.211
pol,2003,Poland,19.899
pol,2004,Poland,18.822
pol,2005,Poland,17.592
pol,2006,Poland,13.794
pol,2007,Poland,9.551
pol,2008,Poland,7.069
pol,2009,Poland,8.131
pol,2010,Poland,9.578
pol,2011,Poland,9.576
pol,2012,Poland,10.031
pol,2013,Poland,10.293
pol,2014,Poland,8.971
pol,2015,Poland,7.475
pol,2016,Poland,6.141
pol,2017,Poland,4.867
pol,2018,Poland,3.835
pol,2019,Poland,3.267
pol,2020,Poland,3.155
pol,2021,Poland,3.268
pol,2022,Poland,2.811
pol,2023,Poland,2.743
pol,2024,Poland,2.807
prt,1974,Portugal,1.77
prt,1975,Portugal,4.5
prt,1976,Portugal,6.4
prt,1978,Portugal,7.89
prt,1979,Portugal,7.94
prt,1983,Portugal,7.3
prt,1985,Portugal,8.18
prt,1986,Portugal,8.698
prt,1987,Portugal,7.377
prt,1988,Portugal,6.008
prt,1989,Portugal,5.13
prt,1990,Portugal,4.645
prt,1991,Portugal,3.919
prt,1992,Portugal,3.985
prt,1993,Portugal,5.301
prt,1994,Portugal,6.709
prt,1995,Portugal,7.064
prt,1996,Portugal,7.298
prt,1997,Portugal,6.571
prt,1998,Portugal,4.64
prt,1999,Portugal,4.579
prt,2000,Portugal,3.806
prt,2001,Portugal,3.829
prt,2002,Portugal,4.497
prt,2003,Portugal,6.132
prt,2004,Portugal,6.319
prt,2005,Portugal,7.582
prt,2006,Portugal,7.649
prt,2007,Portugal,7.965
prt,2008,Portugal,7.553
prt,2009,Portugal,9.432
prt,2010,Portugal,10.771
prt,2011,Portugal,12.715
prt,2012,Portugal,15.509
prt,2013,Portugal,16.237
prt,2014,Portugal,13.88
prt,2015,Portugal,12.405
prt,2016,Portugal,11.058
prt,2017,Portugal,8.878
prt,2018,Portugal,6.966
prt,2019,Portugal,6.422
prt,2020,Portugal,6.85
prt,2021,Portugal,6.712
prt,2022,Portugal,6.138
prt,2023,Portugal,6.498
prt,2024,Portugal,6.5
pry,1979,Paraguay,5.69
pry,1980,Paraguay,4.11
pry,1982,Paraguay,5.61
pry,1983,Paraguay,8.25
pry,1984,Paraguay,7.33
pry,1985,Paraguay,5.13
pry,1986,Paraguay,6.1
pry,1987,Paraguay,5.51
pry,1988,Paraguay,4.72
pry,1989,Paraguay,5.62
pry,1990,Paraguay,5.8
pry,1991,Paraguay,5.1
pry,1992,Paraguay,4.98
pry,1993,Paraguay,5.06
pry,1994,Paraguay,4.41
pry,1995,Paraguay,3.4
pry,1996,Paraguay,8.15
pry,1997,Paraguay,5.36
pry,1998,Paraguay,4.417
pry,1999,Paraguay,5.343
pry,2000,Paraguay,7.61
pry,2001,Paraguay,6.206
pry,2002,Paraguay,9.393
pry,2003,Paraguay,6.814
pry,2004,Paraguay,6.513
pry,2005,Paraguay,4.825
pry,2006,Paraguay,5.277
pry,2007,Paraguay,4.713
pry,2008,Paraguay,4.415
pry,2009,Paraguay,5.46
pry,2010,Paraguay,4.569
pry,2011,Paraguay,4.67
pry,2012,Paraguay,4.085
pry,2013,Paraguay,4.385
pry,2014,Paraguay,5.034
pry,2015,Paraguay,4.556
pry,2016,Paraguay,5.255
pry,2017,Paraguay,6.138
pry,2018,Paraguay,6.217
pry,2019,Paraguay,6.595
pry,2020,Paraguay,7.548
pry,2021,Paraguay,7.311
pry,2022,Paraguay,6.755
pry,2023,Paraguay,5.794
pry,2024,Paraguay,5.686
pse,2000,Palestine,10.625
pse,2001,Palestine,21.493
pse,2002,Palestine,27.465
pse,2003,Palestine,23.004
pse,2004,Palestine,23.215
pse,2005,Palestine,20.016
pse,2006,Palestine,19.014
pse,2007,Palestine,18.282
pse,2008,Palestine,22.913
pse,2009,Palestine,20.452
pse,2010,Palestine,21.416
pse,2011,Palestine,17.597
pse,2012,Palestine,19.202
pse,2013,Palestine,19.894
pse,2014,Palestine,20.526
pse,2015,Palestine,23.005
pse,2016,Palestine,23.939
pse,2017,Palestine,25.677
pse,2018,Palestine,26.256
pse,2019,Palestine,25.34
pse,2020,Palestine,25.895
pse,2021,Palestine,26.39
pse,2022,Palestine,24.42
pse,2024,Palestine,31.436
qat,2004,Qatar,1.48
qat,2006,Qatar,0.87
qat,2007,Qatar,0.52
qat,2008,Qatar,0.31
qat,2009,Qatar,0.31
qat,2010,Qatar,0.45
qat,2011,Qatar,0.56
qat,2012,Qatar,0.48
qat,2013,Qatar,0.28
qat,2014,Qatar,0.2
qat,2015,Qatar,0.17
qat,2016,Qatar,0.15
qat,2017,Qatar,0.14
qat,2018,Qatar,0.11
qat,2019,Qatar,0.1
qat,2020,Qatar,0.14
qat,2021,Qatar,0.14
qat,2022,Qatar,0.13
rou,1992,Romania,8.26
rou,1994,Romania,8.17
rou,1995,Romania,8.01
rou,1996,Romania,6.74
rou,1997,Romania,5.515
rou,1998,Romania,5.63
rou,1999,Romania,6.239
rou,2000,Romania,6.969
rou,2001,Romania,6.561
rou,2002,Romania,8.112
rou,2003,Romania,6.95
rou,2004,Romania,7.719
rou,2005,Romania,7.174
rou,2006,Romania,7.27
rou,2007,Romania,6.413
rou,2008,Romania,5.787
rou,2009,Romania,6.859
rou,2010,Romania,6.959
rou,2011,Romania,7.177
rou,2012,Romania,6.794
rou,2013,Romania,7.096
rou,2014,Romania,6.802
rou,2015,Romania,6.812
rou,2016,Romania,5.901
rou,2017,Romania,4.927
rou,2018,Romania,4.187
rou,2019,Romania,3.912
rou,2020,Romania,5.035
rou,2021,Romania,5.59
rou,2022,Romania,5.614
rou,2023,Romania,5.589
rou,2024,Romania,5.4
rus,1992,Russia,5.181
rus,1993,Russia,5.883
rus,1994,Russia,8.131
rus,1995,Russia,9.449
rus,1996,Russia,9.665
rus,1997,Russia,11.813
rus,1998,Russia,13.261
rus,1999,Russia,13.036
rus,2000,Russia,10.581
rus,2001,Russia,8.978
rus,2002,Russia,7.875
rus,2003,Russia,8.21
rus,2004,Russia,7.763
rus,2005,Russia,7.124
rus,2006,Russia,7.055
rus,2007,Russia,6.002
rus,2008,Russia,6.205
rus,2009,Russia,8.301
rus,2010,Russia,7.407
rus,2011,Russia,6.571
rus,2012,Russia,5.484
rus,2013,Russia,5.513
rus,2014,Russia,5.212
rus,2015,Russia,5.615
rus,2016,Russia,5.591
rus,2017,Russia,5.238
rus,2018,Russia,4.871
rus,2019,Russia,4.513
rus,2020,Russia,5.62
rus,2021,Russia,4.749
rus,2022,Russia,3.867
rus,2023,Russia,3.076
rus,2024,Russia,2.43
rwa,1989,Rwanda,0.8
rwa,1991,Rwanda,0.3
rwa,1996,Rwanda,0.56
rwa,2002,Rwanda,0.89
rwa,2014,Rwanda,1.169
rwa,2017,Rwanda,11.875
rwa,2018,Rwanda,10.759
rwa,2019,Rwanda,11.236
rwa,2020,Rwanda,11.829
rwa,2021,Rwanda,15.775
rwa,2022,Rwanda,15.084
rwa,2023,Rwanda,12.352
rwa,2024,Rwanda,13.94
sau,1992,Saudi Arabia,7.2
sau,1999,Saudi Arabia,4.346
sau,2000,Saudi Arabia,4.57
sau,2001,Saudi Arabia,4.618
sau,2002,Saudi Arabia,5.265
sau,2003,Saudi Arabia,5.563
sau,2004,Saudi Arabia,5.822
sau,2005,Saudi Arabia,6.051
sau,2006,Saudi Arabia,6.254
sau,2007,Saudi Arabia,5.734
sau,2008,Saudi Arabia,5.085
sau,2009,Saudi Arabia,5.377
sau,2010,Saudi Arabia,5.55
sau,2012,Saudi Arabia,5.622
sau,2013,Saudi Arabia,5.6
sau,2014,Saudi Arabia,5.877
sau,2015,Saudi Arabia,5.6
sau,2016,Saudi Arabia,5.6
sau,2017,Saudi Arabia,5.89
sau,2018,Saudi Arabia,6.029
sau,2019,Saudi Arabia,5.636
sau,2020,Saudi Arabia,7.66
sau,2021,Saudi Arabia,6.621
sau,2022,Saudi Arabia,5.589
sau,2023,Saudi Arabia,4.008
sau,2024,Saudi Arabia,3.518
sdn,1978,Sudan,19.4
sdn,1983,Sudan,13.2
sdn,1985,Sudan,12.1
sdn,1986,Sudan,13.11
sdn,2008,Sudan,15.566
sdn,2009,Sudan,13
sdn,2011,Sudan,17.44
sdn,2022,Sudan,7.53
sen,2002,Senegal,5.65
sen,2006,Senegal,10.03
sen,2011,Senegal,2.853
sen,2015,Senegal,6.757
sen,2016,Senegal,4.455
sen,2017,Senegal,4.078
sen,2019,Senegal,2.863
sen,2022,Senegal,2.837
sgp,1970,Singapore,6.06
sgp,1971,Singapore,4.8
sgp,1972,Singapore,4.7
sgp,1973,Singapore,4.51
sgp,1974,Singapore,3.97
sgp,1975,Singapore,4.55
sgp,1976,Singapore,4.48
sgp,1977,Singapore,3.93
sgp,1978,Singapore,2.26
sgp,1979,Singapore,2.12
sgp,1980,Singapore,1.8
sgp,1981,Singapore,1.65
sgp,1982,Singapore,1.5
sgp,1983,Singapore,1.69
sgp,1984,Singapore,2.69
sgp,1985,Singapore,4.27
sgp,1986,Singapore,6.84
sgp,1987,Singapore,5
sgp,1988,Singapore,3.55
sgp,1989,Singapore,2.35
sgp,1991,Singapore,2.18
sgp,1992,Singapore,3.09
sgp,1993,Singapore,3.07
sgp,1994,Singapore,3.03
sgp,1995,Singapore,3.3
sgp,1996,Singapore,3.57
sgp,1997,Singapore,2.5
sgp,1998,Singapore,3.41
sgp,1999,Singapore,4.85
sgp,2000,Singapore,3.7
sgp,2001,Singapore,3.76
sgp,2002,Singapore,5.65
sgp,2003,Singapore,5.93
sgp,2004,Singapore,5.84
sgp,2005,Singapore,5.59
sgp,2006,Singapore,4.48
sgp,2007,Singapore,3.9
sgp,2008,Singapore,3.96
sgp,2009,Singapore,5.86
sgp,2010,Singapore,4.12
sgp,2011,Singapore,3.89
sgp,2012,Singapore,3.72
sgp,2013,Singapore,3.86
sgp,2014,Singapore,3.74
sgp,2015,Singapore,3.79
sgp,2016,Singapore,4.08
sgp,2017,Singapore,4.2
sgp,2019,Singapore,3.1
sgp,2020,Singapore,4.1
sgp,2021,Singapore,4.64
sgp,2022,Singapore,3.591
sgp,2023,Singapore,3.444
sgp,2024,Singapore,2.737
slb,2009,Solomon Islands,2.02
slb,2013,Solomon Islands,0.694
sle,2003,Sierra Leone,3.879
sle,2004,Sierra Leone,3.42
sle,2014,Sierra Leone,4.678
sle,2018,Sierra Leone,3.192
slv,1978,El Salvador,3.73
slv,1979,El Salvador,6.79
slv,1980,El Salvador,13.34
slv,1985,El Salvador,16.95
slv,1986,El Salvador,8.63
slv,1988,El Salvador,9.37
slv,1989,El Salvador,8.35
slv,1990,El Salvador,9.96
slv,1991,El Salvador,7.53
slv,1992,El Salvador,7.88
slv,1993,El Salvador,9.94
slv,1994,El Salvador,7.68
slv,1995,El Salvador,7.65
slv,1996,El Salvador,7.68
slv,1997,El Salvador,7.98
slv,1998,El Salvador,7.1
slv,1999,El Salvador,7.3
slv,2000,El Salvador,6.96
slv,2001,El Salvador,6.96
slv,2002,El Salvador,6.2
slv,2003,El Salvador,6.9
slv,2004,El Salvador,6.8
slv,2005,El Salvador,7.22
slv,2006,El Salvador,6.57
slv,2007,El Salvador,6.41
slv,2008,El Salvador,5.88
slv,2009,El Salvador,7.33
slv,2010,El Salvador,4.893
slv,2011,El Salvador,4.297
slv,2012,El Salvador,3.843
slv,2013,El Salvador,3.693
slv,2014,El Salvador,4.154
slv,2015,El Salvador,3.998
slv,2016,El Salvador,4.418
slv,2017,El Salvador,4.385
slv,2018,El Salvador,4.006
slv,2019,El Salvador,4.17
slv,2020,El Salvador,5.008
slv,2021,El Salvador,4.327
slv,2022,El Salvador,2.999
slv,2023,El Salvador,2.992
smr,1979,San Marino,4.8
smr,1980,San Marino,5.8
smr,1984,San Marino,7.2
smr,1985,San Marino,6.9
smr,1986,San Marino,6.9
smr,1987,San Marino,6.2
smr,1988,San Marino,6
smr,1989,San Marino,5.3
smr,1990,San Marino,5.5
smr,1991,San Marino,4.3
smr,1992,San Marino,4.2
smr,1993,San Marino,5.1
smr,1994,San Marino,3.9
smr,1995,San Marino,3.9
smr,1996,San Marino,5.1
smr,1997,San Marino,4.4
smr,1998,San Marino,4.1
smr,1999,San Marino,3
smr,2000,San Marino,2.8
smr,2005,San Marino,2.11
smr,2006,San Marino,1.63
smr,2009,San Marino,4.02
smr,2010,San Marino,4.37
smr,2011,San Marino,5.06
smr,2012,San Marino,5.19
smr,2013,San Marino,6.08
smr,2014,San Marino,6.61
smr,2015,San Marino,7.38
smr,2016,San Marino,6.45
smr,2017,San Marino,7.89
smr,2018,San Marino,7.83
smr,2019,San Marino,7.54
smr,2020,San Marino,7.23
smr,2021,San Marino,6.34
smr,2022,San Marino,4.91
som,2019,Somalia,18.828
srb,1995,Serbia,13.4
srb,1996,Serbia,13.2
srb,1997,Serbia,13.8
srb,1998,Serbia,13.7
srb,1999,Serbia,13.7
srb,2000,Serbia,12.6
